time,position
6.693386773547e-06,-4.610243697780e-05
6.733466933868e-06,-4.562409971984e-05
6.773547094188e-06,-4.514294998165e-05
6.813627254509e-06,-4.465901417917e-05
6.853707414830e-06,-4.417231902812e-05
6.893787575150e-06,-4.368289154022e-05
6.933867735471e-06,-4.319075901948e-05
6.973947895792e-06,-4.269594905849e-05
7.014028056112e-06,-4.219848953467e-05
7.054108216433e-06,-4.169840860658e-05
7.094188376754e-06,-4.119573471017e-05
7.134268537074e-06,-4.069049655508e-05
7.174348697395e-06,-4.018272312089e-05
7.214428857715e-06,-3.967244365341e-05
7.254509018036e-06,-3.915968766095e-05
7.294589178357e-06,-3.864448491063e-05
7.334669338677e-06,-3.812686542459e-05
7.374749498998e-06,-3.760685947633e-05
7.414829659319e-06,-3.708449758696e-05
7.454909819639e-06,-3.655981052147e-05
7.494989979960e-06,-3.603282928502e-05
7.535070140281e-06,-3.550358511922e-05
7.575150300601e-06,-3.497210949838e-05
7.615230460922e-06,-3.443843412581e-05
7.655310621242e-06,-3.390259093010e-05
7.695390781563e-06,-3.336461206138e-05
7.735470941884e-06,-3.282452988761e-05
7.775551102204e-06,-3.228237699084e-05
7.815631262525e-06,-3.173818616350e-05
7.855711422846e-06,-3.119199040469e-05
7.895791583166e-06,-3.064382291641e-05
7.935871743487e-06,-3.009371709989e-05
7.975951903808e-06,-2.954170655183e-05
8.016032064128e-06,-2.898782506071e-05
8.056112224449e-06,-2.843210660302e-05
8.096192384770e-06,-2.787458533958e-05
8.136272545090e-06,-2.731529561178e-05
8.176352705411e-06,-2.675427193791e-05
8.216432865731e-06,-2.619154900936e-05
8.256513026052e-06,-2.562716168697e-05
8.296593186373e-06,-2.506114499727e-05
8.336673346693e-06,-2.449353412874e-05
8.376753507014e-06,-2.392436442814e-05
8.416833667335e-06,-2.335367139674e-05
8.456913827655e-06,-2.278149068659e-05
8.496993987976e-06,-2.220785809686e-05
8.537074148297e-06,-2.163280957004e-05
8.577154308617e-06,-2.105638118826e-05
8.617234468938e-06,-2.047860916958e-05
8.657314629259e-06,-1.989952986420e-05
8.697394789579e-06,-1.931917975082e-05
8.737474949900e-06,-1.873759543285e-05
8.777555110220e-06,-1.815481363474e-05
8.817635270541e-06,-1.757087119820e-05
8.857715430862e-06,-1.698580507852e-05
8.897795591182e-06,-1.639965234084e-05
8.937875751503e-06,-1.581245015641e-05
8.977955911824e-06,-1.522423579888e-05
9.018036072144e-06,-1.463504664057e-05
9.058116232465e-06,-1.404492014875e-05
9.098196392786e-06,-1.345389388192e-05
9.138276553106e-06,-1.286200548606e-05
9.178356713427e-06,-1.226929269097e-05
9.218436873747e-06,-1.167579330646e-05
9.258517034068e-06,-1.108154521870e-05
9.298597194389e-06,-1.048658638647e-05
9.338677354709e-06,-9.890954837403e-06
9.378757515030e-06,-9.294688664331e-06
9.418837675351e-06,-8.697826021502e-06
9.458917835671e-06,-8.100405120883e-06
9.498997995992e-06,-7.502464228432e-06
9.539078156313e-06,-6.904041660374e-06
9.579158316633e-06,-6.305175779476e-06
9.619238476954e-06,-5.705904991327e-06
9.659318637275e-06,-5.106267740612e-06
9.699398797595e-06,-4.506302507389e-06
9.739478957916e-06,-3.906047803366e-06
9.779559118236e-06,-3.305542168177e-06
9.819639278557e-06,-2.704824165657e-06
9.859719438878e-06,-2.103932380123e-06
9.899799599198e-06,-1.502905412646e-06
9.939879759519e-06,-9.017818773299e-07
9.979959919840e-06,-3.006003975865e-07
1.002004008016e-05,3.006003975865e-07
1.006012024048e-05,9.017818773300e-07
1.010020040080e-05,1.502905412646e-06
1.014028056112e-05,2.103932380123e-06
1.018036072144e-05,2.704824165657e-06
1.022044088176e-05,3.305542168177e-06
1.026052104208e-05,3.906047803366e-06
1.030060120240e-05,4.506302507389e-06
1.034068136273e-05,5.106267740612e-06
1.038076152305e-05,5.705904991327e-06
1.042084168337e-05,6.305175779476e-06
1.046092184369e-05,6.904041660374e-06
1.050100200401e-05,7.502464228432e-06
1.054108216433e-05,8.100405120883e-06
1.058116232465e-05,8.697826021502e-06
1.062124248497e-05,9.294688664331e-06
1.066132264529e-05,9.890954837403e-06
1.070140280561e-05,1.048658638647e-05
1.074148296593e-05,1.108154521870e-05
1.078156312625e-05,1.167579330646e-05
1.082164328657e-05,1.226929269097e-05
1.086172344689e-05,1.286200548606e-05
1.090180360721e-05,1.345389388192e-05
1.094188376754e-05,1.404492014875e-05
1.098196392786e-05,1.463504664057e-05
1.102204408818e-05,1.522423579888e-05
1.106212424850e-05,1.581245015641e-05
1.110220440882e-05,1.639965234084e-05
1.114228456914e-05,1.698580507852e-05
1.118236472946e-05,1.757087119820e-05
1.122244488978e-05,1.815481363474e-05
1.126252505010e-05,1.873759543285e-05
1.130260521042e-05,1.931917975082e-05
1.134268537074e-05,1.989952986420e-05
1.138276553106e-05,2.047860916958e-05
1.142284569138e-05,2.105638118826e-05
1.146292585170e-05,2.163280957004e-05
1.150300601202e-05,2.220785809686e-05
1.154308617234e-05,2.278149068659e-05
1.158316633267e-05,2.335367139674e-05
1.162324649299e-05,2.392436442814e-05
1.166332665331e-05,2.449353412874e-05
1.170340681363e-05,2.506114499727e-05
1.174348697395e-05,2.562716168697e-05
1.178356713427e-05,2.619154900936e-05
1.182364729459e-05,2.675427193791e-05
1.186372745491e-05,2.731529561178e-05
1.190380761523e-05,2.787458533958e-05
1.194388777555e-05,2.843210660302e-05
1.198396793587e-05,2.898782506071e-05
1.202404809619e-05,2.954170655183e-05
1.206412825651e-05,3.009371709989e-05
1.210420841683e-05,3.064382291641e-05
1.214428857715e-05,3.119199040469e-05
1.218436873747e-05,3.173818616350e-05
1.222444889780e-05,3.228237699084e-05
1.226452905812e-05,3.282452988761e-05
1.230460921844e-05,3.336461206138e-05
1.234468937876e-05,3.390259093010e-05
1.238476953908e-05,3.443843412581e-05
1.242484969940e-05,3.497210949838e-05
1.246492985972e-05,3.550358511922e-05
1.250501002004e-05,3.603282928502e-05
1.254509018036e-05,3.655981052147e-05
1.258517034068e-05,3.708449758696e-05
1.262525050100e-05,3.760685947633e-05
1.266533066132e-05,3.812686542459e-05
1.270541082164e-05,3.864448491063e-05
1.274549098196e-05,3.915968766095e-05
1.278557114228e-05,3.967244365341e-05
1.282565130261e-05,4.018272312089e-05
1.286573146293e-05,4.069049655508e-05
1.290581162325e-05,4.119573471017e-05
1.294589178357e-05,4.169840860658e-05
1.298597194389e-05,4.219848953467e-05
1.302605210421e-05,4.269594905849e-05
1.306613226453e-05,4.319075901948e-05
1.310621242485e-05,4.368289154022e-05
1.314629258517e-05,4.417231902812e-05
1.318637274549e-05,4.465901417917e-05
1.322645290581e-05,4.514294998165e-05
1.326653306613e-05,4.562409971984e-05
1.330661322645e-05,4.610243697780e-05
1.334669338677e-05,4.657793564302e-05
1.338677354709e-05,4.705056991019e-05
1.342685370741e-05,4.752031428491e-05
1.346693386774e-05,4.798714358741e-05
1.350701402806e-05,4.845103295629e-05
1.354709418838e-05,4.891195785223e-05
1.358717434870e-05,4.936989406170e-05
1.362725450902e-05,4.982481770070e-05
1.366733466934e-05,5.027670521851e-05
1.370741482966e-05,5.072553340135e-05
1.374749498998e-05,5.117127937616e-05
1.378757515030e-05,5.161392061430e-05
1.382765531062e-05,5.205343493527e-05
1.386773547094e-05,5.248980051044e-05
1.390781563126e-05,5.292299586678e-05
1.394789579158e-05,5.335299989056e-05
1.398797595190e-05,5.377979183112e-05
1.402805611222e-05,5.420335130453e-05
1.406813627255e-05,5.462365829737e-05
1.410821643287e-05,5.504069317042e-05
1.414829659319e-05,5.545443666239e-05
1.418837675351e-05,5.586486989366e-05
1.422845691383e-05,5.627197436999e-05
1.426853707415e-05,5.667573198622e-05
1.430861723447e-05,5.707612503006e-05
1.434869739479e-05,5.747313618573e-05
1.438877755511e-05,5.786674853775e-05
1.442885771543e-05,5.825694557462e-05
1.446893787575e-05,5.864371119259e-05
1.450901803607e-05,5.902702969933e-05
1.454909819639e-05,5.940688581768e-05
1.458917835671e-05,5.978326468938e-05
1.462925851703e-05,6.015615187880e-05
1.466933867735e-05,6.052553337661e-05
1.470941883768e-05,6.089139560358e-05
1.474949899800e-05,6.125372541425e-05
1.478957915832e-05,6.161251010067e-05
1.482965931864e-05,6.196773739613e-05
1.486973947896e-05,6.231939547887e-05
1.490981963928e-05,6.266747297580e-05
1.494989979960e-05,6.301195896626e-05
1.498997995992e-05,6.335284298570e-05
1.503006012024e-05,6.369011502941e-05
1.507014028056e-05,6.402376555628e-05
1.511022044088e-05,6.435378549249e-05
1.515030060120e-05,6.468016623521e-05
1.519038076152e-05,6.500289965641e-05
1.523046092184e-05,6.532197810648e-05
